ORIGIN,DEST,ROUTE,total_flights,avg_dep_delay,avg_arr_delay,delay_rate,cancellation_rate,avg_distance,avg_air_time
ACK,DCA,ACK → DCA,102,16.69607843137255,18.38235294117647,0.1568627450980392,0.049019607843137254,405.0,72.00980392156863
ACK,EWR,ACK → EWR,14,51.07142857142857,56.857142857142854,0.42857142857142855,0.0,218.0,53.5
ACK,HPN,ACK → HPN,32,19.78125,18.8125,0.15625,0.03125,191.0,39.28125
ACK,JFK,ACK → JFK,183,22.497267759562842,22.30054644808743,0.20218579234972678,0.03825136612021858,199.0,39.46448087431694
ACK,LGA,ACK → LGA,143,44.01398601398601,44.76223776223776,0.3076923076923077,0.06293706293706294,202.0,45.3986013986014
ACK,ORD,ACK → ORD,5,9.4,16.2,0.6,0.0,924.0,152.4
ACK,PHL,ACK → PHL,29,15.0,15.793103448275861,0.13793103448275862,0.034482758620689655,289.0,58.03448275862069
ACT,DFW,ACT → DFW,718,13.774373259052926,14.837047353760445,0.15877437325905291,0.04735376044568245,89.0,27.01949860724234
ACV,DEN,ACV → DEN,97,31.608247422680414,33.845360824742265,0.17525773195876287,0.010309278350515464,1026.0,136.02061855670104
ACV,LAX,ACV → LAX,214,11.130841121495328,11.57943925233645,0.09813084112149532,0.0514018691588785,577.0,81.42990654205607
ACV,PHX,ACV → PHX,49,9.591836734693878,9.979591836734693,0.10204081632653061,0.0,845.0,113.73469387755102
ACV,SFO,ACV → SFO,481,21.652806652806653,22.46153846153846,0.1704781704781705,0.056133056133056136,250.0,45.54261954261954
ACY,ATL,ACY → ATL,44,5.0227272727272725,8.295454545454545,0.11363636363636363,0.045454545454545456,679.0,98.29545454545455
ACY,BOS,ACY → BOS,5,55.2,47.6,0.2,0.0,274.0,47.6
ACY,FLL,ACY → FLL,288,10.840277777777779,11.899305555555555,0.19791666666666666,0.041666666666666664,977.0,130.13194444444446
ACY,MCO,ACY → MCO,325,14.747692307692308,16.861538461538462,0.2153846153846154,0.036923076923076927,852.0,115.40307692307692
ACY,MIA,ACY → MIA,37,18.18918918918919,20.2972972972973,0.2702702702702703,0.02702702702702703,998.0,136.97297297297297
ACY,MYR,ACY → MYR,164,6.823170731707317,7.439024390243903,0.11585365853658537,0.036585365853658534,466.0,67.4451219512195
ACY,PBI,ACY → PBI,103,9.174757281553399,12.368932038834952,0.17475728155339806,0.038834951456310676,936.0,130.5728155339806
ACY,RSW,ACY → RSW,210,5.961904761904762,6.5095238095238095,0.09523809523809523,0.023809523809523808,982.0,138.57619047619048
ACY,SJU,ACY → SJU,12,17.583333333333332,18.083333333333332,0.16666666666666666,0.0,1536.0,196.0
ACY,TPA,ACY → TPA,161,7.590062111801243,8.01863354037267,0.12422360248447205,0.024844720496894408,913.0,126.84472049689441
ADK,ANC,ADK → ANC,34,20.470588235294116,19.029411764705884,0.4117647058823529,0.0,1192.0,146.91176470588235
ADK,CDB,ADK → CDB,7,24.857142857142858,26.0,0.42857142857142855,0.0,616.0,82.14285714285714
ADQ,ANC,ADQ → ANC,373,6.833780160857909,8.214477211796247,0.1581769436997319,0.05361930294906166,253.0,40.07774798927614
AEX,ATL,AEX → ATL,477,8.765199161425576,8.79035639412998,0.1090146750524109,0.016771488469601678,500.0,72.72955974842768
AEX,CLT,AEX → CLT,33,1.9090909090909092,1.6666666666666667,0.030303030303030304,0.0,722.0,97.27272727272727
AEX,DFW,AEX → DFW,513,13.645224171539962,14.923976608187134,0.18128654970760233,0.042884990253411304,285.0,52.04093567251462
AEX,IAH,AEX → IAH,163,11.319018404907975,14.220858895705522,0.2085889570552147,0.024539877300613498,190.0,40.30061349693251
AGS,ATL,AGS → ATL,1107,9.374887082204156,8.371273712737127,0.10840108401084012,0.00993676603432701,143.0,32.79494128274616
AGS,AUS,AGS → AUS,1,0.0,0.0,0.0,0.0,949.0,137.0
AGS,BOS,AGS → BOS,1,0.0,0.0,0.0,0.0,861.0,114.0
AGS,CLT,AGS → CLT,419,16.570405727923628,16.80668257756563,0.18138424821002386,0.045346062052505964,140.0,30.66109785202864
AGS,DCA,AGS → DCA,114,23.55263157894737,24.342105263157894,0.3333333333333333,0.05263157894736842,468.0,66.85087719298245
AGS,DFW,AGS → DFW,175,11.314285714285715,11.474285714285715,0.16,0.02857142857142857,874.0,131.70285714285714
AGS,DTW,AGS → DTW,1,0.0,0.0,0.0,0.0,615.0,87.0
AGS,LGA,AGS → LGA,2,1.0,0.0,0.0,0.0,678.0,91.5
AGS,MIA,AGS → MIA,2,20.5,7.5,0.5,0.0,531.0,77.5
AGS,ORD,AGS → ORD,2,37.0,55.5,0.5,0.0,677.0,127.5
AGS,PHL,AGS → PHL,4,1.75,0.0,0.0,0.0,583.0,85.75
AGS,PHX,AGS → PHX,1,2.0,0.0,0.0,0.0,1731.0,233.0
AKN,ANC,AKN → ANC,133,11.345864661654135,12.398496240601503,0.21804511278195488,0.03759398496240601,288.0,44.81954887218045
AKN,DLG,AKN → DLG,20,6.55,5.5,0.15,0.1,71.0,19.3
ALB,ATL,ALB → ATL,429,10.258741258741258,10.062937062937063,0.11888111888111888,0.02097902097902098,853.0,125.93006993006993
ALB,BNA,ALB → BNA,17,16.41176470588235,17.235294117647058,0.4117647058823529,0.058823529411764705,825.0,107.6470588235294
ALB,BWI,ALB → BWI,695,8.044604316546762,7.1410071942446045,0.10071942446043165,0.0460431654676259,289.0,53.89928057553957
ALB,CLT,ALB → CLT,491,13.35030549898167,13.30346232179226,0.1425661914460285,0.024439918533604887,646.0,102.85539714867618
ALB,DCA,ALB → DCA,403,10.861042183622828,13.163771712158809,0.21588089330024815,0.03970223325062035,318.0,63.292803970223325
ALB,DEN,ALB → DEN,89,15.247191011235955,15.955056179775282,0.20224719101123595,0.0898876404494382,1610.0,200.8988764044944
ALB,DTW,ALB → DTW,533,9.470919324577862,9.705440900562852,0.1050656660412758,0.016885553470919325,489.0,78.046904315197
ALB,EWR,ALB → EWR,129,7.813953488372093,9.131782945736434,0.11627906976744186,0.03875968992248062,143.0,33.372093023255815
ALB,FLL,ALB → FLL,166,28.867469879518072,28.457831325301203,0.3373493975903614,0.04819277108433735,1204.0,159.14457831325302
ALB,IAD,ALB → IAD,7,1.5714285714285714,6.857142857142857,0.2857142857142857,0.0,325.0,66.28571428571429
ALB,LGA,ALB → LGA,172,13.593023255813954,15.087209302325581,0.19186046511627908,0.046511627906976744,136.0,31.53488372093023
ALB,MCO,ALB → MCO,417,18.100719424460433,18.371702637889687,0.2517985611510791,0.03357314148681055,1073.0,149.64028776978418
ALB,MDW,ALB → MDW,298,7.728187919463087,8.473154362416107,0.1342281879194631,0.0738255033557047,717.0,103.56375838926175
ALB,MIA,ALB → MIA,7,58.285714285714285,56.857142857142854,0.2857142857142857,0.2857142857142857,1225.0,126.14285714285714
ALB,MSP,ALB → MSP,31,1.7741935483870968,1.2258064516129032,0.03225806451612903,0.0,980.0,147.03225806451613
ALB,MYR,ALB → MYR,35,10.4,14.2,0.2571428571428571,0.0,685.0,99.02857142857142
ALB,ORD,ALB → ORD,585,14.092307692307692,14.750427350427351,0.18632478632478633,0.03076923076923077,723.0,110.92820512820512
ALB,PGD,ALB → PGD,69,31.333333333333332,34.028985507246375,0.3333333333333333,0.028985507246376812,1185.0,163.6086956521739
ALB,PHL,ALB → PHL,54,11.537037037037036,15.407407407407407,0.18518518518518517,0.05555555555555555,212.0,45.81481481481482
ALB,PIE,ALB → PIE,62,39.12903225806452,41.08064516129032,0.20967741935483872,0.04838709677419355,1138.0,154.6290322580645
ALB,RDU,ALB → RDU,13,8.923076923076923,7.0,0.15384615384615385,0.0,544.0,87.23076923076923
ALB,RSW,ALB → RSW,15,12.066666666666666,9.933333333333334,0.06666666666666667,0.13333333333333333,1205.0,154.13333333333333
ALB,SAV,ALB → SAV,4,0.0,1.5,0.0,0.0,837.0,128.0
ALB,SFB,ALB → SFB,54,16.962962962962962,21.22222222222222,0.3148148148148148,0.018518518518518517,1049.0,149.40740740740742
ALB,TPA,ALB → TPA,88,16.227272727272727,15.863636363636363,0.18181818181818182,0.03409090909090909,1130.0,158.11363636363637
